memory,cardinality,total_elements,average_time,algorithm,hash_function,average_error,average_estimated_cardinality,nb_of_run
256,3004,1000000,0.2685275077819824,REC,Python Hash,3.7440079893475366,14251.0,1
256,3004,1000000,10.084866046905518,REC,RandomHashFamily,344.6681091877497,1038387.0,1
512,3004,1000000,2.1711666584014893,REC,SHA-256,0.005659121171770972,3021.0,1
512,3004,1000000,0.7320265769958496,REC,xxHash32,0.02363515312916112,3075.0,1
512,3004,1000000,0.35786867141723633,REC,Python Hash,1.8298934753661784,8501.0,1
512,3004,1000000,10.760335206985474,REC,RandomHashFamily,313.3871504660453,944419.0,1
1024,3004,1000000,2.261594533920288,REC,SHA-256,0.006657789613848202,3024.0,1
1024,3004,1000000,0.9008095264434814,REC,xxHash32,0.015645805592543277,3051.0,1
1024,3004,1000000,0.5232865810394287,REC,Python Hash,0.679427430093209,5045.0,1
1024,3004,1000000,11.15315318107605,REC,RandomHashFamily,290.5922103861518,875943.0,1
2048,3004,1000000,2.357304334640503,REC,SHA-256,0.0019973368841544607,3010.0,1
2048,3004,1000000,1.0684781074523926,REC,xxHash32,0.0016644474034620505,3009.0,1
2048,3004,1000000,0.7190291881561279,REC,Python Hash,0.0855525965379494,3261.0,1
2048,3004,1000000,12.218037366867065,REC,RandomHashFamily,353.51897470039944,1064975.0,1
16,1957,2000000,3.991797924041748,REC,SHA-256,0.2519161982626469,2450.0,1
16,1957,2000000,1.4031317234039307,REC,xxHash32,0.07562595809913132,1809.0,1
16,1957,2000000,0.5609996318817139,REC,Python Hash,20.640776699029125,42351.0,1
16,1957,2000000,21.750866413116455,REC,RandomHashFamily,229.20694941236587,450515.0,1
32,1957,2000000,3.78534197807312,REC,SHA-256,0.021461420541645376,1915.0,1
32,1957,2000000,1.4398832321166992,REC,xxHash32,0.18650996423096577,1592.0,1
32,1957,2000000,0.604999303817749,REC,Python Hash,11.987225344915688,25416.0,1
32,1957,2000000,21.93689775466919,REC,RandomHashFamily,1090.3122125702605,2135698.0,1
64,1957,2000000,3.7619171142578125,REC,SHA-256,0.08635666836995401,2126.0,1
64,1957,2000000,1.2620594501495361,REC,xxHash32,0.13898824731732243,1685.0,1
64,1957,2000000,0.47274112701416016,REC,Python Hash,12.194174757281553,25821.0,1
64,1957,2000000,20.07330822944641,REC,RandomHashFamily,866.8032703117016,1698291.0,1
128,1957,2000000,3.7958106994628906,REC,SHA-256,0.11037301992846194,2173.0,1
128,1957,2000000,1.2655255794525146,REC,xxHash32,0.04343382728666326,2042.0,1
128,1957,2000000,0.507843017578125,REC,Python Hash,6.596320899335718,14866.0,1
128,1957,2000000,20.3599956035614,REC,RandomHashFamily,742.5452222789985,1455118.0,1
256,1957,2000000,3.8788559436798096,REC,SHA-256,0.11139499233520694,2175.0,1
256,1957,2000000,1.2628190517425537,REC,xxHash32,0.09862033725089422,2150.0,1
256,1957,2000000,0.4960949420928955,REC,Python Hash,3.650485436893204,9101.0,1
256,1957,2000000,20.143121004104614,REC,RandomHashFamily,951.2309657639244,1863516.0,1
512,1957,2000000,3.970853567123413,REC,SHA-256,0.114460909555442,2181.0,1
512,1957,2000000,1.3618853092193604,REC,xxHash32,0.036791006642820645,2029.0,1
512,1957,2000000,0.58890700340271,REC,Python Hash,1.263157894736842,4429.0,1
512,1957,2000000,21.083759307861328,REC,RandomHashFamily,1192.3556463975472,2335397.0,1
1024,1957,2000000,4.297252655029297,REC,SHA-256,0.036280020439448134,2028.0,1
1024,1957,2000000,1.562126874923706,REC,xxHash32,0.0025549310168625446,1962.0,1
1024,1957,2000000,0.733722448348999,REC,Python Hash,0.26980071538068473,2485.0,1
1024,1957,2000000,21.007407426834106,REC,RandomHashFamily,872.5002554931017,1709440.0,1
2048,1957,2000000,4.321231365203857,REC,SHA-256,0.000510986203372509,1958.0,1
2048,1957,2000000,1.6821863651275635,REC,xxHash32,0.000510986203372509,1958.0,1
2048,1957,2000000,0.9226610660552979,REC,Python Hash,0.000510986203372509,1958.0,1
2048,1957,2000000,22.768298149108887,REC,RandomHashFamily,1096.4931016862545,2147794.0,1
16,187,20000,0.03742718696594238,REC,SHA-256,0.1497326203208556,159.0,1
16,187,20000,0.011948347091674805,REC,xxHash32,0.1497326203208556,159.0,1
16,187,20000,0.00585174560546875,REC,Python Hash,8.67379679144385,1809.0,1
16,187,20000,0.19915771484375,REC,RandomHashFamily,108.41176470588235,20460.0,1
32,187,20000,0.040993690490722656,REC,SHA-256,0.0481283422459893,178.0,1
32,187,20000,0.013000249862670898,REC,xxHash32,0.13368983957219252,162.0,1
32,187,20000,0.004998207092285156,REC,Python Hash,2.593582887700535,672.0,1
32,187,20000,0.2110004425048828,REC,RandomHashFamily,79.55080213903743,15063.0,1
64,187,20000,0.04199934005737305,REC,SHA-256,0.053475935828877004,197.0,1
64,187,20000,0.014068841934204102,REC,xxHash32,0.06951871657754011,174.0,1
64,187,20000,0.005999565124511719,REC,Python Hash,0.8449197860962567,345.0,1
64,187,20000,0.2007431983947754,REC,RandomHashFamily,126.7807486631016,23895.0,1
128,187,20000,0.041455984115600586,REC,SHA-256,0.053475935828877004,177.0,1
128,187,20000,0.016063451766967773,REC,xxHash32,0.016042780748663103,184.0,1
128,187,20000,0.008618593215942383,REC,Python Hash,0.0855614973262032,203.0,1
128,187,20000,0.20705533027648926,REC,RandomHashFamily,103.38502673796792,19520.0,1
256,187,20000,0.04179787635803223,REC,SHA-256,0.0427807486631016,195.0,1
256,187,20000,0.017040252685546875,REC,xxHash32,0.0427807486631016,195.0,1
256,187,20000,0.008890628814697266,REC,Python Hash,0.0427807486631016,195.0,1
256,187,20000,0.2318878173828125,REC,RandomHashFamily,108.51336898395722,20479.0,1
512,187,20000,0.043241024017333984,REC,SHA-256,0.44919786096256686,271.0,1
512,187,20000,0.016863584518432617,REC,xxHash32,0.44919786096256686,271.0,1
512,187,20000,0.008998870849609375,REC,Python Hash,0.44919786096256686,271.0,1
512,187,20000,0.2704811096191406,REC,RandomHashFamily,107.11764705882354,20218.0,1
1024,187,20000,0.04090452194213867,REC,SHA-256,1.411764705882353,451.0,1
1024,187,20000,0.017760515213012695,REC,xxHash32,1.411764705882353,451.0,1
1024,187,20000,0.009972095489501953,REC,Python Hash,1.411764705882353,451.0,1
1024,187,20000,0.4259786605834961,REC,RandomHashFamily,100.27272727272727,18938.0,1
2048,187,20000,0.04400134086608887,REC,SHA-256,3.411764705882353,825.0,1
2048,187,20000,0.01599717140197754,REC,xxHash32,3.411764705882353,825.0,1
2048,187,20000,0.009001731872558594,REC,Python Hash,3.411764705882353,825.0,1
2048,187,20000,1.0110132694244385,REC,RandomHashFamily,110.40641711229947,20833.0,1
